hour_of_day,day_of_week,district_type,lighting,cctv_density,population_density,historical_incidents,road_type,danger_level
8,5,1,0.478,0.574,0.986,23,0,5
9,0,1,0.596,0.551,0.808,17,2,4
19,2,1,0.665,0.56,0.81,8,2,4
13,5,2,0.462,0.573,0.345,21,2,5
17,1,1,0.617,0.314,0.671,26,0,2
20,4,1,0.737,0.272,0.723,29,2,6
17,5,1,0.612,0.34,0.673,19,2,3
7,3,0,0.745,0.728,0.645,4,0,2
14,1,0,0.841,0.74,0.634,26,1,1
10,5,0,0.705,0.649,0.684,0,0,1
12,1,2,0.321,0.256,0.289,20,1,7
10,4,2,0.144,0.0,0.243,19,1,9
19,0,0,0.772,0.684,0.822,16,0,3
0,4,0,0.353,0.569,0.164,7,1,7
21,1,0,0.166,0.74,0.637,9,0,4
9,2,1,0.784,0.435,0.539,24,1,5
5,3,0,0.455,0.585,0.0,2,1,5
10,5,1,0.656,0.306,0.392,28,2,3
18,2,1,0.653,0.359,0.752,42,2,4
14,5,2,0.24,0.288,0.372,27,3,7
10,0,0,0.884,0.633,0.581,5,0,1
3,2,2,0.03,0.0,0.224,71,3,10
23,2,0,0.257,0.645,0.33,36,1,5
5,1,1,0.024,0.344,0.141,11,2,8
14,0,2,0.349,0.0,0.408,35,1,7
21,2,2,0.0,0.341,0.18,33,1,7
7,1,0,0.755,0.768,0.643,16,0,3
20,1,2,0.238,0.243,0.412,36,2,9
8,6,1,0.475,0.363,0.877,24,0,4
6,6,2,0.253,0.0,0.383,46,1,9
20,0,2,0.551,0.002,0.259,31,3,7
7,1,1,0.509,0.524,0.792,26,1,5
21,2,0,0.212,0.384,0.651,0,0,4
15,2,1,0.488,0.534,0.626,31,0,2
11,0,2,0.252,0.319,0.199,31,1,6
21,1,1,0.0,0.646,0.616,21,0,5
17,0,1,0.66,0.296,0.666,0,2,3
18,1,2,0.218,0.511,0.442,50,1,7
12,5,1,0.523,0.319,0.502,21,1,4
7,6,1,0.536,0.523,0.698,33,1,4
7,6,0,0.785,0.596,0.778,12,0,3
9,6,2,0.265,0.0,0.389,38,1,8
19,4,2,0.365,0.134,0.551,33,1,8
10,1,2,0.49,0.143,0.212,25,2,6
2,1,1,0.094,0.521,0.094,5,2,8
16,0,2,0.22,0.125,0.186,66,2,10
15,0,2,0.465,0.163,0.223,39,2,6
18,1,0,0.894,0.292,0.819,22,0,3
17,4,0,0.82,0.776,0.738,12,1,1
3,2,2,0.149,0.226,0.143,28,3,10
15,5,0,0.789,0.904,0.542,32,1,2
16,2,0,0.904,0.71,0.559,0,1,2
16,5,0,0.772,0.73,0.709,23,0,1
23,0,2,0.042,0.309,0.0,34,3,10
10,5,0,0.819,0.786,0.61,0,0,1
17,3,2,0.227,0.349,0.553,50,2,7
18,0,1,0.518,0.228,0.606,13,1,6
4,4,0,0.221,0.876,0.255,28,1,7
9,3,0,0.772,0.904,0.67,24,1,3
18,0,1,0.679,0.17,0.648,26,2,6
14,1,2,0.333,0.237,0.267,0,1,8
15,4,0,0.68,0.361,0.617,0,1,1
10,0,2,0.153,0.464,0.271,44,3,7
16,5,0,0.885,0.53,0.612,25,1,1
4,1,2,0.0,0.357,0.069,55,1,10
9,0,1,0.704,0.492,0.746,15,1,5
17,1,0,0.814,0.478,0.754,22,1,1
18,2,0,0.843,0.66,0.853,14,0,2
0,1,2,0.0,0.217,0.091,37,2,10
10,0,0,0.891,0.67,0.656,2,1,1
1,0,2,0.059,0.03,0.215,45,2,10
18,1,0,0.904,0.889,0.908,8,0,2
21,5,1,0.138,0.562,0.62,18,2,6
8,1,2,0.312,0.29,0.313,23,2,9
4,5,0,0.235,0.603,0.125,23,0,7
18,1,0,0.907,0.735,0.823,12,1,3
22,2,0,0.179,0.741,0.403,23,0,5
12,2,2,0.154,0.06,0.255,38,3,9
2,6,2,0.04,0.261,0.0,35,1,10
23,5,0,0.286,0.624,0.284,14,0,5
4,0,1,0.275,0.42,0.121,8,0,8
10,1,0,0.785,0.586,0.587,3,1,1
14,1,1,0.643,0.553,0.62,33,2,2
18,5,0,0.794,0.708,0.851,3,0,2
16,2,0,0.941,0.558,0.801,2,0,1
19,3,0,0.925,0.531,0.708,8,0,3
7,5,1,0.592,0.306,0.669,42,2,4
2,1,2,0.116,0.0,0.028,39,2,10
11,3,0,0.911,0.556,0.635,5,0,1
3,1,1,0.225,0.484,0.161,23,0,9
4,2,2,0.0,0.241,0.017,38,2,10
23,2,1,0.212,0.189,0.092,14,2,9
10,5,0,0.705,0.649,0.684,0,0,1
12,3,0,0.801,0.819,0.618,3,0,1
7,4,0,0.97,0.546,0.734,0,1,3
19,5,2,0.425,0.011,0.477,59,1,8
9,2,0,0.654,0.705,0.871,12,0,3
19,4,2,0.214,0.055,0.262,50,3,10
18,6,0,0.821,0.795,0.859,14,0,3
4,5,1,0.03,0.559,0.0,2,0,8
11,0,0,0.797,0.823,0.513,2,1,2
9,5,1,0.661,0.375,0.578,28,1,4
14,0,0,0.754,0.829,0.581,0,0,2
11,2,1,0.614,0.473,0.553,25,1,3
15,2,2,0.017,0.056,0.301,24,3,7
16,3,2,0.474,0.299,0.224,22,3,7
23,2,1,0.197,0.392,0.0,22,2,7
19,0,0,0.628,0.62,0.737,7,0,2
8,5,0,0.866,0.758,0.856,12,0,3
9,5,1,0.649,0.598,0.694,2,2,4
14,4,0,0.967,0.734,0.699,14,0,1
20,1,0,0.824,0.506,0.589,15,0,2
17,1,0,0.814,0.478,0.754,22,1,1
17,6,0,1.0,0.89,0.745,14,0,1
15,2,2,0.294,0.018,0.339,33,3,8
9,1,1,0.458,0.277,0.732,11,2,5
6,6,2,0.387,0.293,0.466,24,2,9
12,3,0,0.772,0.924,0.513,19,1,2
13,1,1,0.558,0.407,0.342,19,0,3
2,1,0,0.268,0.965,0.193,19,0,7
1,5,1,0.293,0.716,0.092,19,0,9
16,6,1,0.605,0.252,0.544,35,0,4
23,1,2,0.214,0.247,0.127,48,2,10
12,0,2,0.154,0.0,0.307,44,1,9
16,4,1,0.465,0.632,0.59,19,1,3
10,1,1,0.66,0.38,0.562,8,1,4
15,1,2,0.309,0.269,0.289,39,2,7
0,3,0,0.245,0.925,0.11,22,1,7
8,4,1,0.614,0.318,0.622,26,0,4
14,5,1,0.53,0.292,0.384,33,2,5
19,1,2,0.185,0.171,0.372,32,1,9
12,5,0,0.863,0.654,0.646,3,0,1
17,1,0,0.82,0.881,0.853,17,1,1
16,2,1,0.583,0.557,0.428,33,1,4
23,2,1,0.242,0.292,0.131,0,0,9
5,4,2,0.093,0.275,0.031,60,2,10
22,6,1,0.258,0.573,0.255,17,1,7
8,3,2,0.476,0.211,0.4,31,2,7
19,5,2,0.332,0.424,0.606,41,2,7
3,0,0,0.414,0.764,0.11,13,0,6
10,0,0,0.811,0.787,0.677,4,1,1
14,5,2,0.297,0.219,0.373,26,2,8
14,4,0,0.733,0.454,0.608,11,0,1
10,2,0,0.74,0.888,0.539,17,1,1
5,6,1,0.07,0.693,0.149,20,2,7
18,4,2,0.158,0.0,0.365,66,1,10
13,1,2,0.242,0.041,0.362,36,1,8
19,1,2,0.409,0.319,0.472,28,1,7
15,5,2,0.465,0.0,0.371,47,3,7
23,3,2,0.125,0.131,0.095,24,1,10
3,3,2,0.101,0.351,0.07,36,1,10
19,0,2,0.361,0.172,0.477,35,3,8
11,1,2,0.17,0.212,0.358,36,3,8
1,4,2,0.078,0.481,0.177,47,2,10
14,4,1,0.517,0.514,0.457,10,1,3
15,4,2,0.33,0.2,0.264,25,1,7
11,3,2,0.449,0.153,0.302,42,3,6
15,3,1,0.564,0.223,0.511,10,2,4
2,1,1,0.34,0.395,0.034,13,1,9
14,0,2,0.465,0.112,0.397,18,2,6
7,2,0,0.703,0.714,0.925,25,0,2
15,3,2,0.254,0.148,0.253,36,3,8
11,0,2,0.267,0.087,0.327,38,1,8
8,2,1,0.527,0.564,0.627,14,1,5
3,3,1,0.194,0.486,0.223,22,0,9
14,1,2,0.045,0.0,0.251,60,3,9
4,6,0,0.211,0.48,0.121,13,0,7
13,4,2,0.18,0.188,0.232,39,2,10
10,1,0,0.767,0.837,0.467,10,0,2
17,1,1,0.656,0.441,0.701,7,0,2
2,5,0,0.281,0.817,0.09,15,0,7
16,2,0,0.598,0.71,0.63,0,0,1
10,3,1,0.514,0.441,0.478,17,1,4
6,4,2,0.165,0.02,0.196,30,3,8
2,6,2,0.088,0.0,0.0,51,1,10
8,6,2,0.439,0.153,0.475,44,1,7
22,3,1,0.214,0.303,0.314,11,0,6
12,5,2,0.449,0.055,0.292,43,3,7
11,3,0,0.732,0.941,0.776,8,0,1
17,6,0,0.813,0.755,1.0,18,1,1
5,5,1,0.229,0.675,0.033,30,1,7
0,1,1,0.131,0.328,0.305,16,2,7
20,3,0,0.831,0.628,0.602,0,1,2
11,0,1,0.379,0.576,0.482,26,1,4
9,6,1,0.565,0.273,0.948,13,2,5
17,4,2,0.409,0.217,0.325,39,3,7
21,4,0,0.148,0.534,0.628,17,1,4
16,0,0,0.893,0.768,0.489,5,0,2
9,0,1,0.527,0.47,0.616,27,2,5
20,6,0,0.811,0.843,0.673,21,1,2
18,5,1,0.74,0.243,0.62,22,2,6
21,0,2,0.0,0.244,0.417,39,2,9
1,5,0,0.322,0.796,0.38,20,0,6
16,1,0,0.835,0.748,0.56,12,1,2
12,5,0,0.748,0.822,0.624,0,0,1
15,5,0,0.789,0.904,0.542,32,1,2
21,0,2,0.005,0.043,0.225,37,2,8
13,6,2,0.163,0.169,0.264,47,2,9
20,6,2,0.267,0.461,0.242,39,2,7
12,5,1,0.639,0.136,0.575,21,0,5
12,5,0,0.66,0.876,0.503,8,1,2
7,4,1,0.619,0.361,0.608,28,2,4
17,6,2,0.475,0.369,0.301,19,1,5
7,2,2,0.52,0.118,0.398,51,3,8
2,4,1,0.22,0.338,0.222,30,2,8
7,6,1,0.453,0.379,0.538,26,2,4
7,4,2,0.424,0.318,0.404,29,1,6
3,2,0,0.214,0.928,0.252,16,0,6
23,2,1,0.014,0.123,0.176,14,2,8
16,3,2,0.416,0.201,0.36,25,2,7
19,6,2,0.289,0.147,0.55,42,1,9
17,1,1,0.767,0.474,0.696,0,2,2
20,3,1,0.363,0.32,0.41,35,0,6
19,1,1,0.66,0.379,0.672,24,1,4
3,1,2,0.0,0.068,0.093,51,2,10
18,2,1,0.555,0.327,0.854,13,1,4
13,1,0,0.783,0.823,0.663,22,1,1
8,0,0,0.774,0.505,0.87,11,0,2
14,5,0,0.928,0.724,0.53,0,1,2
8,5,2,0.115,0.169,0.387,27,1,9
16,5,2,0.267,0.453,0.434,41,3,6
13,4,0,0.78,0.866,0.417,6,0,2
19,6,1,0.59,0.608,0.723,26,1,4
18,4,1,0.593,0.441,0.707,6,2,4
10,6,2,0.213,0.338,0.332,28,1,7
17,4,2,0.303,0.128,0.459,39,1,8
4,2,2,0.082,0.251,0.106,17,3,10
15,3,1,0.649,0.421,0.49,11,0,3
9,2,2,0.253,0.055,0.556,28,3,9
19,2,1,0.656,0.504,0.563,10,0,4
0,0,1,0.235,0.483,0.218,13,1,8
22,6,2,0.107,0.216,0.113,20,2,10
23,4,1,0.079,0.422,0.305,17,1,6
7,5,2,0.303,0.236,0.447,34,2,8
14,2,2,0.288,0.206,0.127,30,1,9
14,1,2,0.377,0.277,0.409,26,1,8
17,0,1,0.596,0.394,0.657,29,1,2
9,3,2,0.237,0.12,0.619,45,3,10
14,3,1,0.595,0.492,0.721,2,2,2
18,2,1,0.537,0.181,0.643,26,2,5
15,0,2,0.266,0.0,0.321,48,3,7
6,6,0,0.852,0.769,0.507,13,1,2
15,5,0,0.788,0.692,0.717,0,0,1
19,0,1,0.519,0.489,0.626,6,2,4
1,6,1,0.04,0.522,0.162,21,1,9
13,4,1,0.544,0.596,0.426,30,2,3
19,4,2,0.152,0.056,0.331,58,3,10
6,4,2,0.31,0.027,0.208,62,2,10
17,6,1,0.533,0.328,0.609,15,0,2
14,3,0,0.801,0.899,0.686,18,0,1
19,1,1,0.65,0.148,0.689,15,1,6
5,5,0,0.29,0.721,0.249,5,0,6
16,4,1,0.72,0.47,0.507,34,2,3
18,4,0,0.644,0.655,0.81,9,1,3
11,1,1,0.867,0.36,0.354,13,1,3
2,1,1,0.195,0.525,0.313,17,0,7
15,4,0,0.626,0.698,0.608,10,0,1
12,4,0,0.995,1.0,0.607,11,0,1
12,1,1,0.547,0.12,0.465,16,2,4
18,5,0,0.794,0.708,0.851,3,0,2
10,4,2,0.276,0.058,0.399,39,1,7
7,4,1,0.516,0.575,0.736,22,1,4
16,1,1,0.652,0.387,0.492,21,2,3
1,6,2,0.0,0.22,0.0,35,1,10
16,5,1,0.574,0.17,0.352,14,1,4
17,0,0,0.88,0.853,0.523,27,0,1
23,2,0,0.247,0.92,0.022,0,0,5
18,1,2,0.432,0.257,0.58,25,2,7
19,2,2,0.334,0.25,0.649,23,3,9
22,5,0,0.223,0.583,0.223,1,0,6
18,4,1,0.532,0.25,0.708,21,1,5
17,0,0,0.722,0.352,0.704,0,0,1
9,3,0,0.862,0.44,0.816,6,0,3
21,4,0,0.356,0.915,0.653,23,0,4
1,5,2,0.294,0.17,0.08,37,2,10
5,4,2,0.076,0.106,0.0,35,2,10
13,5,2,0.407,0.0,0.497,59,1,6
3,2,0,0.307,0.419,0.128,0,0,6
6,6,2,0.332,0.231,0.452,32,1,9
20,6,1,0.497,0.425,0.543,31,0,4
14,5,1,0.794,0.636,0.683,9,0,2
18,2,0,0.822,0.904,0.884,13,1,3
12,1,0,0.628,0.781,0.53,17,0,1
15,0,2,0.496,0.36,0.489,28,3,5
0,0,1,0.077,0.395,0.249,9,0,9
4,2,2,0.019,0.221,0.051,41,3,10
10,5,2,0.428,0.374,0.413,31,3,5
18,0,1,0.752,0.227,0.552,13,2,6
5,6,2,0.0,0.223,0.0,54,2,10
10,0,1,0.457,0.404,0.41,28,2,3
6,5,2,0.368,0.196,0.384,35,2,8
19,3,2,0.433,0.231,0.502,41,1,8
18,1,1,0.493,0.306,0.588,26,1,4
12,3,0,0.672,0.805,0.498,8,0,2
19,5,2,0.319,0.509,0.448,43,1,9
11,1,0,0.9,0.786,0.644,17,0,1
12,4,2,0.214,0.0,0.139,41,1,9
15,5,0,0.869,0.771,0.562,20,0,2
5,5,0,0.133,0.487,0.259,0,0,6
15,2,2,0.291,0.362,0.301,42,3,6
10,1,0,0.91,0.895,0.424,0,0,2
17,5,1,0.646,0.619,0.73,34,0,3
1,0,1,0.349,0.383,0.146,32,0,8
15,5,2,0.441,0.197,0.322,37,3,6
13,1,1,0.76,0.488,0.461,13,0,3
18,0,2,0.212,0.118,0.421,33,3,10
19,2,2,0.238,0.639,0.638,52,2,7
12,0,0,0.864,0.803,0.75,9,0,1
15,1,2,0.371,0.336,0.377,44,2,7
19,3,1,0.469,0.394,0.701,35,2,4
9,4,1,0.519,0.593,0.776,13,2,5
13,3,1,0.571,0.383,0.58,17,1,3
17,6,2,0.353,0.221,0.528,20,3,8
11,1,0,0.752,0.939,0.46,8,0,1
17,2,0,0.91,0.886,1.0,9,1,1
8,3,2,0.34,0.102,0.431,39,1,8
15,2,1,0.562,0.443,0.547,34,1,3
7,6,0,0.92,0.743,0.764,13,0,3
21,5,0,0.341,0.786,0.638,8,1,3
9,4,2,0.321,0.272,0.389,17,2,9
4,4,0,0.148,0.932,0.209,4,0,6
12,1,0,0.785,0.588,0.475,15,0,2
14,4,1,0.502,0.479,0.42,13,2,3
21,1,2,0.068,0.285,0.317,27,3,8
23,4,2,0.071,0.517,0.229,17,1,9
19,2,2,0.215,0.438,0.47,25,2,8
23,1,2,0.231,0.363,0.077,50,2,9
21,3,1,0.075,0.379,0.651,26,1,5
2,3,2,0.0,0.196,0.0,43,2,10
21,1,0,0.1,0.468,0.665,7,0,4
10,3,2,0.493,0.367,0.264,32,2,5
14,4,0,0.756,0.628,0.679,24,0,1
23,4,2,0.03,0.314,0.056,32,3,10
22,6,2,0.042,0.392,0.024,39,2,10
0,6,0,0.312,0.604,0.267,0,0,7
1,0,1,0.176,0.608,0.271,19,1,8
11,3,1,0.423,0.416,0.613,19,0,3
3,5,1,0.365,0.397,0.142,15,2,9
11,5,1,0.594,0.368,0.467,17,2,3
1,2,0,0.23,0.861,0.213,0,0,6
18,1,2,0.398,0.009,0.412,32,1,9
12,6,2,0.08,0.062,0.241,65,2,10
10,2,0,0.751,0.752,0.692,16,1,1
20,2,2,0.335,0.332,0.233,18,3,8
6,1,2,0.33,0.585,0.322,44,1,9
15,4,2,0.383,0.0,0.202,38,1,8
9,3,2,0.499,0.347,0.643,41,1,6
20,5,2,0.265,0.392,0.421,44,1,7
14,1,1,0.645,0.539,0.575,15,0,3
2,0,1,0.18,0.203,0.193,20,2,9
14,4,2,0.336,0.314,0.249,36,2,6
2,4,2,0.036,0.28,0.016,44,3,10
14,2,1,0.705,0.666,0.415,18,0,4
9,3,1,0.568,0.643,0.678,34,2,5
14,5,1,0.433,0.535,0.427,32,1,3
1,3,1,0.196,0.36,0.4,25,2,7
11,5,1,0.638,0.333,0.607,14,0,2
14,6,2,0.471,0.43,0.36,19,3,5
0,0,1,0.097,0.172,0.185,18,2,9
13,6,2,0.382,0.142,0.451,41,3,7
7,2,1,0.519,0.319,0.682,20,0,5
12,2,2,0.212,0.359,0.32,50,1,8
23,1,0,0.393,0.759,0.194,0,1,5
15,0,1,0.621,0.236,0.472,35,1,4
1,2,2,0.192,0.029,0.099,46,3,10
15,6,1,0.556,0.685,0.267,1,1,3
18,4,1,0.628,0.563,0.523,29,0,5
2,4,2,0.076,0.312,0.015,33,1,10
11,6,0,0.699,0.702,0.649,0,0,1
16,6,2,0.316,0.205,0.128,49,1,7
13,0,1,0.639,0.462,0.439,11,1,4
10,2,0,0.697,0.869,0.603,4,0,1
8,4,0,0.749,0.567,0.793,13,0,3
20,6,1,0.552,0.596,0.451,26,1,5
11,5,1,0.584,0.399,0.542,34,1,3
4,3,0,0.199,0.767,0.103,15,1,6
18,1,2,0.313,0.257,0.456,44,3,9
12,1,2,0.324,0.0,0.097,43,1,7
16,3,0,0.862,0.957,0.427,0,0,1
10,6,2,0.406,0.298,0.302,36,1,6
15,4,0,0.68,0.361,0.617,0,1,1
14,1,2,0.224,0.26,0.259,44,1,8
23,5,1,0.134,0.218,0.206,11,2,9
15,3,1,0.568,0.576,0.697,10,2,2
20,3,2,0.259,0.455,0.167,38,3,7
15,1,2,0.435,0.272,0.289,31,2,7
14,3,0,0.73,0.548,0.603,0,1,1
18,2,2,0.339,0.325,0.47,24,3,8
16,2,2,0.41,0.122,0.213,36,2,6
6,6,1,0.511,0.257,0.468,24,0,5
17,4,1,0.679,0.486,0.89,23,1,2
2,5,2,0.104,0.0,0.107,41,1,10
10,1,2,0.339,0.081,0.413,40,3,7
10,3,0,0.831,0.805,0.629,9,0,1
15,4,0,0.68,0.361,0.617,0,1,1
12,0,2,0.26,0.508,0.455,26,2,6
22,2,2,0.019,0.265,0.027,24,1,10
20,2,2,0.266,0.0,0.282,53,2,10
11,4,2,0.311,0.359,0.447,23,3,6
9,3,1,0.32,0.776,0.707,0,2,5
9,4,2,0.411,0.0,0.257,55,3,9
19,1,2,0.481,0.148,0.39,39,3,8
9,0,1,0.608,0.283,0.614,27,0,5
9,0,2,0.477,0.029,0.376,26,2,8
18,3,1,0.633,0.269,0.634,26,1,5
7,0,1,0.589,0.416,0.785,33,2,5
21,4,0,0.406,0.613,0.668,20,0,2
17,3,2,0.319,0.443,0.614,32,1,5
11,6,2,0.12,0.111,0.154,20,2,7
17,6,2,0.302,0.441,0.577,16,3,6
6,0,1,0.637,0.525,0.489,37,0,4
1,2,2,0.195,0.0,0.0,49,1,10
15,1,1,0.518,0.389,0.491,0,2,3
8,4,0,0.774,0.847,0.855,18,1,3
17,6,2,0.273,0.096,0.666,53,2,7
2,5,0,0.121,0.858,0.228,0,0,6
16,0,0,0.806,0.505,0.595,9,0,2
10,3,1,0.714,0.403,0.45,28,0,3
20,4,2,0.493,0.101,0.445,47,2,8
6,0,0,0.891,0.819,0.63,17,1,2
21,5,1,0.131,0.534,0.423,13,0,6
15,5,2,0.293,0.0,0.093,49,3,10
18,1,1,0.497,0.165,0.722,22,2,5
18,5,2,0.324,0.0,0.56,37,1,9
11,4,1,0.71,0.126,0.405,16,2,4
11,6,2,0.253,0.001,0.494,38,2,7
20,6,0,0.838,0.153,0.428,14,1,4
16,4,2,0.27,0.068,0.483,25,3,7
12,4,2,0.395,0.097,0.412,36,1,7
12,3,1,0.645,0.249,0.43,16,0,5
1,6,2,0.23,0.22,0.0,24,2,10
7,2,1,0.576,0.279,0.601,9,2,5
9,5,1,0.633,0.205,0.68,10,2,6
9,3,0,0.861,0.8,0.909,13,0,3
21,3,1,0.075,0.379,0.651,26,1,5
2,4,2,0.0,0.256,0.276,39,1,10
11,3,1,0.532,0.399,0.593,12,2,4
4,5,1,0.222,0.193,0.234,10,2,10
23,4,1,0.0,0.534,0.104,17,0,7
3,3,1,0.18,0.028,0.189,33,2,9
1,2,0,0.377,0.968,0.106,0,0,6
17,3,2,0.15,0.0,0.334,40,2,9
12,0,1,0.683,0.661,0.433,4,2,3
6,6,1,0.501,0.252,0.691,4,2,5
6,2,2,0.497,0.241,0.302,33,1,7
10,5,0,0.85,0.792,0.446,3,1,2
12,6,1,0.462,0.541,0.491,11,1,4
0,3,2,0.0,0.0,0.06,50,3,10
23,4,2,0.0,0.0,0.022,46,3,10
11,1,2,0.115,0.292,0.363,51,3,10
15,2,2,0.163,0.421,0.222,49,1,6
6,6,2,0.189,0.185,0.245,42,3,9
9,6,1,0.547,0.398,0.878,32,2,5
1,3,2,0.175,0.151,0.114,32,2,10
17,6,0,0.745,0.799,0.903,2,0,1
19,5,2,0.346,0.421,0.468,41,3,8
16,0,0,0.559,0.965,0.52,7,0,1
20,0,1,0.654,0.276,0.459,20,2,6
16,5,0,0.925,0.808,0.531,39,0,2
8,3,1,0.556,0.513,0.928,20,0,4
10,3,2,0.493,0.367,0.264,32,2,5
0,1,2,0.0,0.125,0.05,37,1,10
18,6,2,0.304,0.326,0.402,44,3,8
22,6,2,0.213,0.077,0.054,31,1,10
22,5,0,0.255,0.517,0.348,10,1,4
17,0,2,0.437,0.332,0.472,38,1,5
16,0,1,0.47,0.611,0.358,17,0,4
1,6,0,0.193,0.769,0.25,11,0,7
22,3,2,0.162,0.091,0.048,65,1,10
9,5,2,0.319,0.038,0.379,25,2,9
1,3,1,0.203,0.408,0.222,28,1,8
10,0,0,0.687,0.733,0.564,9,0,1
7,4,1,0.538,0.249,0.786,18,2,5
12,0,0,0.864,0.803,0.75,9,0,1
21,0,2,0.088,0.112,0.176,54,2,9
21,5,2,0.14,0.106,0.447,32,2,8
8,1,2,0.481,0.33,0.722,39,2,6
20,0,1,0.449,0.524,0.54,3,2,5
13,0,1,0.54,0.397,0.537,16,1,3
22,2,2,0.21,0.12,0.0,38,2,10
5,3,0,0.455,0.585,0.0,2,1,5
18,0,2,0.365,0.04,0.726,40,1,9
10,6,2,0.537,0.046,0.192,41,1,6
8,5,2,0.281,0.184,0.503,34,3,9
10,3,1,0.56,0.526,0.515,27,2,4
17,3,0,0.753,0.778,0.778,12,0,1
6,4,1,0.596,0.412,0.432,25,0,5
8,4,2,0.264,0.101,0.418,23,2,9
5,2,1,0.174,0.446,0.353,9,0,6
15,2,2,0.414,0.181,0.261,29,2,6
7,4,1,0.808,0.273,0.786,22,0,5
8,3,1,0.674,0.486,0.559,8,0,5
14,5,0,0.756,0.716,0.54,8,0,1
1,3,1,0.159,0.573,0.064,24,1,8
10,2,1,0.384,0.263,0.541,23,0,6
18,0,0,0.747,0.911,0.859,9,0,2
11,5,1,0.526,0.404,0.34,34,0,3
18,1,1,0.381,0.254,0.608,16,1,6
1,2,0,0.436,0.516,0.087,24,0,6
14,0,0,0.756,0.529,0.691,25,0,1
22,5,0,0.46,0.712,0.297,34,0,5
7,2,1,0.576,0.236,0.613,6,2,5
13,5,1,0.503,0.167,0.55,32,0,4
17,0,0,0.88,0.853,0.523,27,0,1
14,4,1,0.555,0.432,0.659,22,0,2
14,5,2,0.263,0.304,0.286,27,1,6
21,1,2,0.0,0.027,0.303,31,3,9
17,5,1,0.513,0.352,0.782,0,0,2
1,2,0,0.23,0.861,0.213,0,0,6
12,0,0,0.864,0.803,0.75,9,0,1
11,5,1,0.726,0.48,0.637,20,2,2
10,0,0,0.884,0.633,0.581,5,0,1
15,4,0,0.677,0.551,0.536,7,1,2
17,2,2,0.068,0.272,0.355,50,3,9
15,4,2,0.248,0.042,0.133,54,2,9
19,3,1,0.4,0.649,0.663,13,0,4
15,5,2,0.278,0.339,0.465,21,3,6
9,2,2,0.346,0.299,0.58,34,3,8
11,1,2,0.243,0.054,0.128,50,1,9
18,5,1,0.815,0.353,0.568,17,2,4
8,6,2,0.288,0.0,0.459,47,2,9
17,5,2,0.213,0.278,0.687,50,2,7
6,1,0,0.725,0.76,0.656,3,1,3
10,2,0,0.74,0.888,0.539,17,1,1
8,0,1,0.44,0.436,0.675,1,0,4
8,2,2,0.456,0.108,0.586,32,2,7
11,3,1,0.497,0.354,0.431,26,2,3
22,4,0,0.169,0.906,0.132,32,0,6
23,6,1,0.143,0.554,0.148,11,1,7
12,1,1,0.696,0.107,0.303,22,2,5
17,3,0,0.691,0.561,0.757,0,0,1
7,3,0,0.745,0.728,0.645,4,0,2
7,1,1,0.696,0.278,0.714,22,0,5
17,2,0,0.824,0.611,0.655,10,0,1
14,0,0,0.704,0.629,0.579,10,0,1
20,3,1,0.697,0.378,0.362,6,0,5
18,0,0,0.864,0.718,0.602,22,1,2
11,5,0,0.71,0.84,0.638,8,1,1
16,3,1,0.595,0.327,0.469,40,1,4
12,4,1,0.798,0.407,0.506,16,2,3
8,1,2,0.404,0.022,0.476,36,3,7
10,4,0,0.907,0.65,0.711,13,0,1
15,2,1,0.531,0.55,0.461,14,0,3
5,4,1,0.185,0.51,0.253,27,1,7
12,6,0,0.928,0.992,0.662,12,0,1
15,5,2,0.372,0.199,0.235,38,3,8
7,0,0,0.907,0.648,0.686,1,1,3
2,0,1,0.174,0.345,0.29,29,1,9
22,2,2,0.106,0.244,0.128,36,3,10
6,4,2,0.269,0.369,0.435,34,3,7
18,2,2,0.287,0.414,0.639,36,3,7
8,1,1,0.563,0.59,0.667,24,0,4
19,1,1,0.582,0.486,0.559,31,1,5
3,4,2,0.104,0.091,0.012,38,1,10
4,6,2,0.266,0.542,0.072,30,2,10
14,4,2,0.284,0.328,0.088,43,2,7
10,0,2,0.239,0.259,0.077,33,3,8
2,5,1,0.068,0.342,0.216,13,0,9
5,0,0,0.202,0.685,0.194,32,1,5
19,1,2,0.342,0.526,0.554,20,1,8
17,3,2,0.407,0.15,0.36,40,3,6
18,1,1,0.683,0.557,0.784,34,2,5
8,4,1,0.533,0.418,0.758,42,2,5
15,0,1,0.586,0.209,0.54,2,1,4
15,5,2,0.272,0.0,0.182,29,3,7
7,6,1,0.525,0.429,0.721,3,0,4
23,0,2,0.155,0.138,0.046,32,3,10
14,1,2,0.395,0.218,0.198,54,3,7
9,5,2,0.345,0.311,0.309,23,2,7
17,0,2,0.345,0.369,0.589,18,2,7
12,5,0,0.791,0.948,0.587,9,0,2
18,3,2,0.3,0.0,0.5,31,1,9
8,0,1,0.686,0.373,0.866,35,2,4
13,1,0,0.866,0.649,0.604,0,1,1
11,2,2,0.366,0.361,0.306,51,1,6
2,6,1,0.164,0.325,0.13,4,0,8
8,4,0,0.775,0.788,0.696,24,1,3
17,2,2,0.2,0.0,0.431,59,2,9
12,1,0,0.716,0.799,0.665,15,1,1
14,6,0,0.724,0.552,0.615,33,0,1
22,0,2,0.109,0.101,0.201,40,1,10
