hour_of_day,day_of_week,district_type,lighting,cctv_density,population_density,historical_incidents,road_type,danger_level
14,5,0,1.0,0.387,0.661,3,1,1
2,1,3,0.255,0.548,0.346,27,1,7
5,3,1,0.385,0.0,0.0,0,0,5
16,5,2,0.64,0.151,0.229,47,1,6
1,5,4,0.0,0.0,0.0,0,2,8
4,3,2,0.0,0.315,0.0,24,3,10
6,4,4,0.396,0.238,0.428,0,2,4
9,2,1,0.815,0.289,0.527,7,2,3
10,3,2,0.632,0.239,0.245,23,1,5
12,6,0,0.907,0.507,0.607,11,1,1
7,5,2,0.437,0.257,0.272,9,1,6
7,0,4,0.503,0.301,0.326,13,2,3
23,3,1,0.23,0.518,0.586,7,0,5
2,3,2,0.0,0.321,0.0,27,0,8
17,3,0,1.0,0.794,0.82,15,3,1
21,0,4,0.0,0.201,0.136,10,2,7
0,6,2,0.164,0.061,0.0,18,3,10
3,3,4,0.015,0.057,0.0,0,2,8
21,3,3,0.061,0.084,0.93,26,3,7
4,1,1,0.323,0.188,0.265,8,3,6
22,2,4,0.0,0.22,0.247,19,0,7
4,4,4,0.248,0.026,0.189,9,2,8
23,1,1,0.473,0.306,0.52,4,3,5
2,5,2,0.25,0.32,0.0,29,3,10
3,3,2,0.08,0.095,0.012,32,1,9
4,5,4,0.02,0.118,0.0,0,2,7
22,5,2,0.076,0.025,0.091,29,0,8
2,6,1,0.459,0.399,0.243,5,2,6
3,6,2,0.217,0.0,0.0,29,3,10
2,5,2,0.25,0.32,0.0,29,3,10
19,3,2,0.515,0.116,0.275,35,2,6
8,4,4,0.473,0.0,0.339,3,1,4
10,5,1,0.753,0.507,0.352,3,2,2
14,6,0,0.982,1.0,0.645,22,1,1
11,0,0,0.925,0.85,0.457,20,3,2
23,1,2,0.0,0.0,0.155,25,3,9
19,4,2,0.566,0.0,0.273,27,0,6
14,6,0,0.982,1.0,0.645,22,1,1
19,3,1,0.853,0.439,0.695,23,2,3
21,0,4,0.0,0.267,0.481,0,2,6
18,1,2,0.633,0.248,0.381,25,2,6
5,5,4,0.0,0.028,0.056,0,1,7
6,3,1,0.718,0.502,0.615,16,3,4
15,0,0,0.914,0.884,0.45,11,0,1
3,3,1,0.373,0.562,0.114,0,0,6
9,6,4,0.434,0.21,0.408,4,3,4
20,4,1,0.754,0.186,0.486,7,1,4
3,3,4,0.072,0.012,0.031,7,2,8
13,1,0,0.873,0.806,0.51,24,0,2
16,6,4,0.534,0.0,0.175,12,3,5
21,6,1,0.23,0.337,0.551,8,3,5
15,3,0,0.834,0.85,0.609,7,3,1
21,2,0,0.501,0.76,0.835,23,0,4
14,1,2,0.518,0.074,0.172,24,0,6
0,6,2,0.164,0.061,0.0,18,3,10
19,5,0,0.939,0.555,0.846,2,0,2
22,0,2,0.153,0.154,0.336,34,0,7
3,5,2,0.055,0.125,0.0,44,0,10
3,2,2,0.296,0.37,0.0,32,0,8
7,0,2,0.38,0.048,0.175,22,3,8
8,0,4,0.288,0.076,0.507,0,0,4
1,2,2,0.159,0.0,0.0,36,1,9
3,5,2,0.168,0.0,0.0,12,3,10
3,5,4,0.0,0.0,0.041,7,3,9
3,4,4,0.158,0.191,0.134,0,2,8
22,6,2,0.114,0.21,0.145,41,3,10
5,5,2,0.218,0.0,0.0,17,2,7
20,2,1,0.917,0.395,0.436,0,1,3
8,6,2,0.625,0.263,0.323,20,3,6
1,6,2,0.224,0.0,0.0,13,1,9
9,0,2,0.498,0.399,0.335,11,1,6
14,6,0,0.982,1.0,0.645,22,1,1
5,3,4,0.047,0.081,0.055,10,3,7
2,6,2,0.226,0.465,0.0,42,3,10
22,6,2,0.114,0.21,0.145,41,3,10
7,5,4,0.475,0.0,0.542,6,2,4
12,0,0,0.864,0.753,0.665,19,0,2
21,4,1,0.468,0.12,0.353,6,0,5
8,0,0,0.955,0.624,0.768,4,2,2
11,6,2,0.543,0.185,0.0,22,2,6
0,6,2,0.164,0.061,0.0,18,3,10
21,6,4,0.022,0.0,0.337,7,1,6
9,0,2,0.555,0.356,0.259,20,1,6
2,5,2,0.055,0.225,0.026,14,1,9
9,0,1,0.593,0.152,0.546,0,0,4
22,6,2,0.114,0.21,0.145,41,3,10
17,5,0,0.793,0.73,0.719,0,2,1
2,4,3,0.413,0.635,0.333,10,0,5
19,6,3,0.604,0.395,0.953,13,2,4
10,3,2,0.664,0.098,0.323,39,2,6
18,2,0,1.0,0.751,0.772,22,1,3
21,1,4,0.0,0.175,0.343,0,0,6
19,4,1,0.807,0.106,0.774,10,3,3
9,2,2,0.576,0.022,0.306,45,3,7
11,3,0,0.99,0.987,0.47,17,3,1
0,2,4,0.048,0.137,0.0,12,2,9
0,5,2,0.086,0.077,0.0,33,0,10
9,5,4,0.473,0.149,0.46,15,1,4
4,5,0,0.368,0.693,0.324,20,0,5
23,0,2,0.202,0.104,0.309,24,2,7
5,2,4,0.0,0.104,0.063,26,2,8
22,1,4,0.044,0.124,0.275,16,2,7
7,2,0,1.0,0.67,0.571,6,1,2
18,4,1,0.784,0.208,0.609,13,1,3
4,0,1,0.09,0.144,0.188,10,0,7
8,4,3,0.726,0.544,0.995,17,0,4
10,4,0,0.835,0.876,0.702,8,3,1
22,0,1,0.308,0.334,0.463,16,2,5
7,0,2,0.521,0.353,0.264,28,0,6
9,3,1,0.614,0.397,0.538,19,0,4
16,4,1,0.96,0.539,0.418,12,0,2
18,4,2,0.511,0.121,0.384,26,1,6
15,6,1,0.756,0.233,0.46,0,3,3
6,1,1,0.75,0.601,0.593,10,1,3
22,2,4,0.0,0.0,0.247,8,3,7
20,6,0,0.908,0.665,0.67,21,3,3
9,5,1,0.83,0.507,0.608,2,0,3
3,2,1,0.323,0.285,0.053,9,0,6
21,2,2,0.117,0.253,0.044,37,3,8
6,6,2,0.547,0.214,0.054,23,0,7
18,4,1,0.751,0.221,0.659,5,3,3
7,1,3,0.666,0.535,0.95,19,3,4
0,5,2,0.086,0.077,0.0,33,0,10
23,4,1,0.251,0.223,0.572,9,1,5
14,4,2,0.536,0.103,0.284,22,2,6
0,5,2,0.086,0.077,0.0,33,0,10
6,0,2,0.729,0.057,0.105,23,1,7
7,6,0,0.831,0.766,0.883,15,1,2
16,1,1,0.842,0.256,0.523,14,2,3
2,3,2,0.113,0.415,0.0,25,3,9
11,1,0,0.807,0.837,0.768,24,3,2
20,2,1,0.693,0.121,0.519,16,3,4
21,6,2,0.0,0.137,0.158,25,3,8
7,0,2,0.652,0.303,0.386,26,3,6
14,1,0,1.0,0.487,0.721,8,3,2
9,3,0,1.0,0.673,0.767,12,1,2
16,1,3,0.79,0.399,0.959,20,2,3
17,4,1,0.805,0.532,0.763,0,3,2
9,0,4,0.616,0.006,0.283,9,2,4
4,4,2,0.1,0.0,0.0,36,3,10
19,4,2,0.544,0.332,0.356,37,0,6
8,6,4,0.493,0.066,0.417,10,0,4
22,5,4,0.051,0.309,0.405,1,2,7
0,2,4,0.0,0.299,0.012,0,0,8
17,5,0,0.793,0.73,0.719,0,2,1
2,1,2,0.003,0.265,0.0,25,1,9
12,2,2,0.542,0.0,0.302,20,2,6
18,5,0,0.9,0.746,0.948,19,1,2
19,4,1,0.861,0.257,0.775,9,0,3
14,4,0,0.83,0.871,0.535,7,1,2
22,6,2,0.114,0.21,0.145,41,3,10
20,0,4,0.597,0.0,0.276,0,2,4
18,1,4,0.49,0.0,0.571,0,1,4
17,1,2,0.443,0.256,0.269,27,2,6
6,2,2,0.618,0.265,0.425,33,0,7
2,3,2,0.011,0.479,0.0,31,0,8
4,4,2,0.1,0.0,0.0,36,3,10
0,6,2,0.098,0.29,0.0,27,1,9
3,4,2,0.003,0.565,0.031,29,2,9
4,3,2,0.0,0.315,0.0,24,3,10
3,1,4,0.063,0.29,0.113,3,0,8
19,0,3,0.682,0.608,1.0,5,3,4
10,2,2,0.579,0.243,0.09,20,3,7
5,3,1,0.475,0.25,0.364,1,3,4
10,1,4,0.582,0.035,0.385,1,0,3
8,5,1,0.711,0.203,0.718,15,0,4
23,4,4,0.042,0.142,0.164,3,1,7
5,3,1,0.315,0.343,0.242,5,2,5
7,4,4,0.454,0.064,0.574,0,0,4
4,4,2,0.1,0.0,0.0,36,3,10
17,0,0,0.96,0.873,0.77,10,3,1
23,5,2,0.123,0.081,0.205,45,3,8
5,6,1,0.344,0.336,0.17,2,1,5
2,1,2,0.003,0.265,0.0,25,1,9
9,4,2,0.58,0.086,0.21,12,0,5
22,3,3,0.197,0.557,0.893,27,1,5
1,2,1,0.337,0.226,0.03,12,2,7
10,6,1,0.707,0.492,0.545,7,2,3
19,4,0,0.947,0.799,0.875,3,2,1
2,0,4,0.132,0.166,0.0,0,1,8
23,6,2,0.166,0.0,0.115,21,2,9
18,2,3,0.591,0.291,0.904,20,2,4
8,0,4,0.48,0.0,0.424,2,0,4
3,3,2,0.159,0.059,0.058,22,0,8
20,1,1,0.788,0.586,0.52,7,2,4
23,2,4,0.099,0.177,0.399,0,1,6
8,5,1,0.785,0.372,0.675,0,1,3
3,3,4,0.072,0.012,0.031,7,2,8
15,3,0,0.834,0.85,0.609,7,3,1
7,6,2,0.687,0.357,0.434,19,3,7
18,5,2,0.571,0.232,0.338,20,0,5
19,5,1,0.798,0.547,0.616,2,1,3
21,3,3,0.137,0.405,0.764,17,0,5
16,5,0,0.901,0.807,0.515,10,2,2
17,0,0,0.891,0.55,0.852,14,2,2
11,3,0,0.99,0.987,0.47,17,3,1
8,5,0,1.0,0.739,0.667,16,1,2
17,2,0,1.0,0.961,0.734,18,0,1
21,4,2,0.066,0.194,0.185,24,0,8
19,3,0,0.903,0.823,0.731,21,2,2
2,2,2,0.085,0.134,0.105,27,1,9
23,1,4,0.128,0.172,0.2,3,0,6
22,6,2,0.114,0.21,0.145,41,3,10
22,2,2,0.297,0.0,0.154,25,3,9
3,6,2,0.217,0.0,0.0,29,3,10
19,2,2,0.587,0.0,0.493,17,2,6
17,0,0,0.96,0.873,0.77,10,3,1
13,2,2,0.49,0.105,0.203,14,3,6
13,2,1,0.67,0.365,0.506,12,2,3
11,3,2,0.64,0.096,0.316,27,3,6
19,5,0,0.94,0.734,0.784,14,3,2
4,2,1,0.18,0.264,0.2,10,2,6
22,0,2,0.0,0.059,0.258,18,3,8
2,6,1,0.376,0.424,0.266,24,0,6
2,5,2,0.25,0.32,0.0,29,3,10
1,2,2,0.063,0.254,0.0,12,3,9
22,4,4,0.12,0.188,0.237,6,3,6
12,6,0,0.907,0.507,0.607,11,1,1
20,0,2,0.607,0.0,0.099,43,3,9
5,0,4,0.0,0.0,0.071,5,3,7
15,3,0,0.888,0.72,0.57,7,3,2
6,0,1,0.696,0.348,0.472,0,2,3
12,4,3,0.64,0.204,0.885,32,1,5
3,4,1,0.31,0.579,0.027,9,0,6
1,2,2,0.246,0.237,0.0,18,3,9
4,1,4,0.0,0.064,0.0,4,2,8
17,3,2,0.46,0.0,0.579,5,3,5
1,2,2,0.168,0.165,0.0,33,3,9
19,3,0,1.0,0.495,0.591,23,1,3
20,3,3,0.883,0.596,0.82,30,1,5
23,5,1,0.314,0.225,0.471,0,1,5
21,6,2,0.0,0.137,0.158,25,3,8
13,5,2,0.665,0.245,0.303,18,1,5
2,6,2,0.226,0.465,0.0,42,3,10
17,3,0,1.0,0.676,0.719,0,0,1
6,0,1,0.908,0.282,0.317,7,1,4
11,0,4,0.418,0.0,0.331,0,0,4
11,4,1,0.83,0.446,0.725,6,3,2
21,2,2,0.087,0.099,0.264,37,0,8
1,5,1,0.265,0.372,0.166,12,0,7
11,3,3,0.647,0.331,0.827,26,0,4
4,3,2,0.0,0.315,0.0,24,3,10
10,3,0,0.852,0.9,0.594,23,2,2
4,6,2,0.033,0.0,0.0,23,3,9
17,1,1,0.886,0.184,0.578,2,0,3
4,1,2,0.209,0.113,0.0,16,3,9
14,4,0,0.873,0.952,0.678,16,1,2
13,4,1,0.852,0.351,0.46,11,3,3
18,6,2,0.511,0.001,0.541,22,1,6
19,2,0,0.827,0.823,0.74,7,2,1
21,1,1,0.324,0.416,0.49,13,2,4
9,4,3,0.683,0.44,0.911,0,1,4
16,2,1,0.914,0.398,0.586,0,0,2
23,4,2,0.042,0.029,0.127,23,0,8
6,5,2,0.544,0.191,0.222,24,3,7
13,3,0,0.902,0.481,0.465,8,1,2
3,5,1,0.41,0.423,0.141,18,0,7
5,3,1,0.369,0.288,0.245,0,3,4
5,6,2,0.0,0.279,0.0,17,2,8
1,6,1,0.317,0.0,0.08,8,0,8
9,6,1,0.788,0.315,0.614,0,3,3
15,4,2,0.803,0.0,0.32,20,3,6
19,4,1,0.737,0.382,0.779,12,0,3
15,2,1,0.947,0.301,0.4,15,3,3
18,5,4,0.674,0.057,0.552,6,0,4
22,5,1,0.307,0.633,0.556,15,3,5
13,5,3,0.587,0.638,0.719,7,2,3
6,0,3,0.808,0.429,0.714,36,3,5
0,0,2,0.102,0.283,0.001,36,3,10
14,5,0,1.0,0.387,0.661,3,1,1
4,4,2,0.1,0.0,0.0,36,3,10
10,1,4,0.579,0.0,0.342,6,0,3
1,2,1,0.337,0.226,0.03,12,2,7
22,2,2,0.297,0.0,0.154,25,3,9
4,3,2,0.0,0.315,0.0,24,3,10
3,4,4,0.155,0.148,0.089,8,2,8
3,0,2,0.155,0.0,0.0,21,0,8
11,4,0,0.893,0.502,0.609,23,0,3
17,1,2,0.456,0.228,0.62,34,1,5
9,1,1,0.8,0.35,0.549,6,0,3
13,0,0,0.841,0.706,0.8,0,0,1
5,6,1,0.414,0.218,0.286,7,1,4
0,6,4,0.0,0.184,0.0,0,0,8
18,4,4,0.547,0.453,0.498,2,3,4
14,1,2,0.523,0.0,0.377,26,3,6
17,6,4,0.441,0.0,0.444,0,3,3
10,4,0,0.835,0.876,0.702,8,3,1
20,4,1,0.741,0.325,0.529,11,1,4
4,3,2,0.0,0.315,0.0,24,3,10
20,4,2,0.587,0.205,0.274,29,1,6
18,1,1,0.975,0.594,0.858,3,2,2
2,4,4,0.0,0.341,0.026,0,3,8
19,6,0,0.921,0.497,0.868,11,0,3
14,6,0,0.982,1.0,0.645,22,1,1
7,0,1,0.673,0.146,0.675,13,1,4
10,3,2,0.59,0.0,0.124,15,1,6
5,0,4,0.084,0.0,0.0,12,2,8
9,1,1,0.907,0.221,0.696,10,1,3
2,1,2,0.139,0.0,0.003,24,2,9
16,0,2,0.801,0.151,0.033,28,1,6
15,0,2,0.598,0.095,0.122,23,0,6
3,3,4,0.0,0.161,0.0,0,1,8
18,3,0,0.839,0.651,0.791,17,3,3
17,0,0,0.96,0.873,0.77,10,3,1
1,6,2,0.039,0.111,0.0,34,0,10
3,6,1,0.334,0.186,0.259,17,1,6
9,5,1,0.991,0.392,0.636,6,2,3
23,1,1,0.253,0.303,0.683,9,1,5
17,3,0,1.0,0.794,0.82,15,3,1
9,4,1,0.913,0.654,0.636,3,3,2
12,0,1,0.69,0.586,0.44,5,0,3
18,5,0,0.938,0.774,0.821,23,2,3
17,2,1,0.874,0.463,0.597,16,2,3
3,3,4,0.0,0.009,0.194,12,1,8
10,1,2,0.654,0.005,0.005,29,2,6
2,3,1,0.311,0.496,0.0,5,2,6
1,4,2,0.107,0.112,0.019,14,0,8
17,2,3,0.847,0.42,1.0,8,2,3
23,1,1,0.241,0.259,0.44,4,2,5
17,3,0,0.898,0.772,0.794,6,2,1
5,4,4,0.046,0.088,0.136,0,3,7
19,1,4,0.579,0.092,0.651,2,2,3
22,6,2,0.114,0.21,0.145,41,3,10
8,3,1,0.801,0.315,0.422,0,3,3
21,4,4,0.0,0.0,0.252,3,0,6
1,6,2,0.224,0.0,0.0,13,1,9
7,2,2,0.651,0.0,0.451,21,3,7
8,1,2,0.653,0.349,0.136,27,0,7
12,0,0,0.844,0.786,0.514,6,0,2
1,0,1,0.337,0.27,0.145,9,2,6
8,1,3,0.911,0.386,1.0,18,1,4
23,0,0,0.599,0.723,0.514,8,1,4
1,5,4,0.0,0.257,0.0,6,0,8
22,4,1,0.274,0.342,0.502,18,2,5
15,4,3,0.659,0.221,0.743,10,2,4
10,1,3,0.638,0.55,0.761,37,2,4
20,2,1,0.862,0.273,0.415,4,0,5
11,4,2,0.638,0.311,0.349,30,2,5
16,0,2,0.496,0.211,0.25,29,2,5
5,6,3,0.347,0.458,0.695,26,3,5
12,2,1,0.699,0.106,0.567,6,3,3
21,4,1,0.354,0.684,0.444,18,1,5
14,0,4,0.768,0.15,0.332,0,1,2
1,3,4,0.0,0.0,0.0,12,2,8
0,4,4,0.0,0.148,0.0,0,3,8
21,6,0,0.364,0.514,0.603,17,2,4
23,5,4,0.202,0.022,0.293,12,1,7
3,2,2,0.033,0.32,0.033,26,3,9
1,6,2,0.224,0.0,0.0,13,1,9
17,1,1,0.81,0.455,0.724,7,3,2
22,6,1,0.277,0.371,0.618,8,1,5
20,5,3,0.719,0.527,0.737,1,3,4
7,4,3,0.812,0.348,0.94,21,0,5
9,5,2,0.632,0.216,0.377,30,2,6
10,4,0,0.835,0.876,0.702,8,3,1
9,2,1,0.912,0.733,0.713,4,3,2
19,0,3,0.721,0.649,0.939,16,0,5
11,3,0,0.99,0.987,0.47,17,3,1
17,3,0,0.98,0.852,0.712,10,1,2
19,4,1,0.884,0.557,0.836,16,3,4
8,4,4,0.38,0.016,0.434,0,2,4
22,6,1,0.188,0.43,0.488,0,2,5
2,6,2,0.226,0.465,0.0,42,3,10
2,6,2,0.0,0.238,0.0,33,3,10
19,1,3,0.724,0.282,1.0,16,3,5
4,6,2,0.033,0.0,0.0,23,3,9
5,4,2,0.173,0.047,0.0,22,0,7
19,0,1,0.962,0.259,0.769,0,3,2
23,1,2,0.0,0.0,0.191,27,3,9
12,0,2,0.554,0.103,0.231,24,1,5
4,4,2,0.1,0.0,0.0,36,3,10
12,5,1,0.836,0.395,0.656,0,2,2
1,6,4,0.0,0.134,0.0,3,2,8
3,3,2,0.08,0.095,0.012,32,1,9
11,1,0,0.935,0.731,0.638,6,1,1
22,0,2,0.0,0.059,0.258,18,3,8
6,2,1,0.771,0.341,0.497,9,1,4
3,4,4,0.155,0.148,0.089,8,2,8
2,0,1,0.391,0.198,0.159,14,1,6
23,5,1,0.29,0.069,0.471,0,2,5
17,2,1,0.903,0.64,0.734,0,3,1
1,1,2,0.112,0.111,0.0,36,1,9
19,3,2,0.513,0.192,0.562,21,2,6
1,2,2,0.246,0.237,0.0,18,3,9
10,3,1,0.827,0.138,0.868,3,1,2
9,6,2,0.364,0.042,0.249,42,1,7
1,6,4,0.0,0.145,0.0,5,2,8
23,3,3,0.238,0.325,0.945,19,1,5
5,3,4,0.0,0.354,0.0,9,3,7
12,6,3,0.696,0.294,0.673,26,0,5
10,3,0,0.92,0.665,0.747,18,2,2
3,6,2,0.272,0.056,0.0,39,1,9
8,1,0,0.804,0.491,0.791,11,0,2
18,6,1,0.925,0.524,0.758,4,1,3
13,0,0,1.0,0.786,0.713,13,2,1
22,6,2,0.114,0.21,0.145,41,3,10
23,5,3,0.275,0.198,0.872,14,1,6
21,1,2,0.038,0.129,0.22,18,2,7
12,1,2,0.554,0.005,0.208,27,2,5
8,1,4,0.369,0.022,0.37,0,3,4
3,5,2,0.241,0.566,0.0,16,1,9
0,5,2,0.086,0.077,0.0,33,0,10
22,4,1,0.218,0.438,0.47,0,1,4
19,4,1,0.704,0.324,0.922,8,0,3
5,1,2,0.041,0.227,0.053,28,0,8
12,6,0,0.753,0.892,0.546,22,0,2
10,4,3,0.678,0.41,0.729,18,0,4
20,1,3,0.822,0.59,0.884,32,0,5
19,0,1,0.769,0.44,0.805,0,2,3
16,0,2,0.601,0.21,0.103,24,1,6
3,5,2,0.168,0.0,0.0,12,3,10
23,4,4,0.0,0.256,0.275,4,3,6
17,5,0,0.793,0.73,0.719,0,2,1
3,0,1,0.235,0.44,0.274,0,0,5
1,6,2,0.039,0.111,0.0,34,0,10
5,1,3,0.255,0.402,0.619,14,3,5
16,2,0,0.927,0.817,0.623,3,0,1
8,5,4,0.371,0.0,0.48,3,2,4
7,4,2,0.622,0.131,0.389,34,3,8
13,2,1,0.952,0.526,0.601,6,0,2
17,3,0,1.0,0.676,0.719,0,0,1
14,1,4,0.309,0.236,0.363,6,2,3
3,6,2,0.217,0.0,0.0,29,3,10
5,0,1,0.324,0.192,0.188,8,3,5
13,1,1,0.634,0.283,0.651,0,2,2
4,4,2,0.1,0.0,0.0,36,3,10
13,6,1,0.791,0.127,0.671,2,1,2
20,3,1,0.71,0.338,0.479,0,2,4
3,6,2,0.217,0.0,0.0,29,3,10
12,6,0,0.907,0.507,0.607,11,1,1
8,4,0,0.937,0.587,0.681,20,3,2
5,5,2,0.068,0.101,0.0,20,1,8
3,2,2,0.0,0.25,0.038,21,0,9
17,3,0,1.0,0.676,0.719,0,0,1
8,1,3,0.671,0.317,0.979,31,1,5
10,1,1,0.883,0.6,0.476,5,0,2
0,2,1,0.28,0.416,0.481,0,3,5
3,5,0,0.47,0.701,0.286,11,3,5
3,6,2,0.272,0.056,0.0,39,1,9
17,6,0,0.883,0.759,0.738,15,3,2
19,2,2,0.491,0.445,0.559,21,3,6
8,4,1,0.976,0.387,0.481,7,1,3
5,6,4,0.0,0.207,0.0,0,3,6
5,0,4,0.016,0.0,0.0,15,0,7
4,6,4,0.0,0.0,0.0,0,0,8
18,3,4,0.596,0.317,0.338,3,1,3
10,6,0,0.811,1.0,0.708,13,2,1
19,2,0,0.911,0.898,0.76,16,3,2
11,5,1,1.0,0.236,0.613,0,0,2
17,1,1,0.914,0.186,0.807,0,0,2
1,1,2,0.112,0.111,0.0,36,1,9
14,3,0,0.965,0.793,0.67,11,3,1
8,6,2,0.742,0.221,0.229,26,0,6
1,2,2,0.189,0.119,0.0,25,0,9
10,4,0,0.835,0.876,0.702,8,3,1
21,0,4,0.201,0.0,0.217,0,3,6
15,4,0,0.956,0.763,0.586,17,2,2
19,6,2,0.892,0.121,0.105,30,0,7
8,5,2,0.646,0.0,0.202,22,2,6
4,1,3,0.142,0.335,0.452,35,1,7
0,3,2,0.035,0.0,0.0,24,2,9
1,6,3,0.273,0.23,0.352,11,3,7
21,2,2,0.298,0.262,0.25,36,3,8
22,4,1,0.259,0.365,0.54,11,3,5
16,4,3,0.519,0.393,0.851,6,2,4
0,5,4,0.119,0.124,0.0,1,3,8
4,6,3,0.229,0.416,0.429,18,3,6
14,4,1,0.894,0.329,0.603,8,1,2
8,4,3,0.919,0.7,0.905,32,3,4
6,6,1,0.889,0.416,0.199,9,0,5
2,6,2,0.0,0.238,0.0,33,3,10
2,2,0,0.324,0.584,0.405,21,3,5
15,1,0,0.891,0.69,0.608,19,3,2
22,6,2,0.114,0.21,0.145,41,3,10
12,6,0,0.907,0.507,0.607,11,1,1
2,3,4,0.0,0.0,0.186,11,2,8
3,6,2,0.217,0.0,0.0,29,3,10
18,2,4,0.463,0.0,0.701,0,1,3
15,5,0,0.716,0.814,0.613,7,1,2
5,6,2,0.006,0.337,0.062,37,3,8
10,4,0,0.835,0.876,0.702,8,3,1
13,3,0,0.928,0.714,0.67,4,0,1
23,0,1,0.355,0.262,0.263,15,1,5
12,4,2,0.735,0.09,0.283,28,3,6
17,2,0,1.0,0.961,0.734,18,0,1
22,1,1,0.257,0.02,0.655,3,3,5
2,6,1,0.345,0.266,0.253,4,0,6
3,3,0,0.423,0.799,0.304,15,1,5
21,6,3,0.166,0.518,1.0,31,0,6
6,6,0,0.701,0.403,0.507,36,3,5
6,4,4,0.553,0.276,0.307,17,1,4
6,2,3,0.767,0.027,0.853,29,2,5
17,3,0,0.898,0.772,0.794,6,2,1
12,5,2,0.435,0.175,0.072,24,2,6
1,6,2,0.039,0.111,0.0,34,0,10
3,4,0,0.463,0.563,0.598,23,2,5
2,3,4,0.0,0.0,0.186,11,2,8
23,1,2,0.011,0.081,0.155,26,3,9
0,1,1,0.407,0.117,0.117,3,3,6
2,1,3,0.255,0.548,0.346,27,1,7
19,3,4,0.755,0.163,0.499,0,2,3
1,2,2,0.159,0.0,0.0,36,1,9
17,4,0,0.924,0.55,0.745,30,2,2
17,4,3,0.7,0.299,0.889,26,1,4
1,5,4,0.0,0.0,0.0,0,2,8
21,0,4,0.096,0.167,0.215,5,3,6
12,4,3,0.721,0.591,0.813,18,1,4
2,5,4,0.0,0.274,0.0,4,0,8
13,0,0,0.841,0.706,0.8,0,0,1
15,5,0,0.946,0.817,0.438,19,1,2
0,5,2,0.086,0.077,0.0,33,0,10
5,3,4,0.04,0.247,0.0,0,0,7
6,3,3,0.725,0.377,0.904,25,3,5
3,5,2,0.241,0.566,0.0,16,1,9
20,1,2,0.436,0.0,0.29,26,1,7
9,2,2,0.576,0.022,0.306,45,3,7
13,0,1,0.656,0.141,0.53,1,3,4
0,5,2,0.086,0.077,0.0,33,0,10
2,6,2,0.0,0.238,0.0,33,3,10
0,0,2,0.102,0.283,0.001,36,3,10
3,5,2,0.168,0.0,0.0,12,3,10
15,1,1,0.86,0.389,0.606,10,1,3
5,3,1,0.34,0.267,0.146,17,0,5
15,3,0,0.834,0.85,0.609,7,3,1
16,3,0,0.912,0.767,0.532,0,3,1
14,1,2,0.52,0.039,0.043,28,3,7
9,2,1,0.754,0.521,0.634,12,3,3
16,3,0,0.912,0.767,0.532,0,3,1
10,5,1,0.938,0.267,0.389,0,2,2
6,2,4,0.351,0.0,0.23,11,2,4
3,5,2,0.168,0.0,0.0,12,3,10
1,1,2,0.112,0.111,0.0,36,1,9
17,6,2,0.702,0.059,0.298,34,0,6
5,0,2,0.119,0.0,0.0,26,0,8
3,6,2,0.217,0.0,0.0,29,3,10
4,3,2,0.0,0.315,0.0,24,3,10
0,6,2,0.164,0.061,0.0,18,3,10
4,4,3,0.164,0.659,0.749,42,0,7
5,1,1,0.261,0.322,0.246,15,0,4
2,6,2,0.0,0.238,0.0,33,3,10
17,0,4,0.665,0.0,0.543,13,0,3
0,0,2,0.258,0.0,0.0,25,0,9
2,1,1,0.215,0.377,0.239,14,2,5
13,3,2,0.665,0.054,0.156,26,0,6
17,6,1,0.863,0.038,0.71,8,0,2
16,3,0,0.912,0.767,0.532,0,3,1
20,5,1,0.924,0.431,0.524,4,3,4
3,6,1,0.311,0.239,0.11,10,2,7
22,4,1,0.076,0.232,0.406,11,3,5
0,0,2,0.102,0.283,0.001,36,3,10
17,2,0,1.0,0.961,0.734,18,0,1
23,6,3,0.062,0.448,0.924,23,2,6
22,6,1,0.323,0.402,0.349,10,2,5
22,0,2,0.0,0.059,0.258,18,3,8
7,0,1,0.847,0.065,0.622,0,3,4
12,6,0,0.901,0.78,0.579,25,0,3
16,0,0,0.858,0.916,0.677,9,0,2
9,4,1,0.869,0.453,0.619,0,2,2
2,4,2,0.103,0.103,0.0,49,2,9
23,5,2,0.123,0.081,0.205,45,3,8
18,4,2,0.652,0.125,0.499,22,1,6
14,3,1,0.688,0.339,0.509,0,3,3
3,5,3,0.167,0.405,0.517,26,1,7
22,6,2,0.114,0.21,0.145,41,3,10
3,5,2,0.241,0.566,0.0,16,1,9
19,4,1,0.743,0.238,0.664,0,3,3
21,5,1,0.232,0.332,0.551,0,0,5
9,6,0,1.0,0.759,0.692,19,3,2
16,0,0,0.888,0.635,0.668,28,0,2
3,2,2,0.239,0.337,0.0,11,1,8
23,4,3,0.229,0.536,0.771,15,0,5
1,5,1,0.343,0.227,0.195,9,3,7
4,1,1,0.289,0.571,0.169,4,1,6
18,5,3,0.615,0.464,1.0,26,2,4
8,1,1,0.86,0.374,0.737,20,3,4
0,1,2,0.096,0.035,0.053,22,3,9
0,0,2,0.102,0.283,0.001,36,3,10
11,3,0,0.99,0.987,0.47,17,3,1
15,2,1,0.787,0.465,0.555,3,3,2
3,4,0,0.435,0.742,0.352,16,2,5
11,3,0,0.99,0.987,0.47,17,3,1
